Llave,Llave2,Nombre_linea,Fecha_aprobacion,Antiguedad_meses,Nombre_fondo,Valor_financiacion,Cuotas,Tipo_interes,Cuotas_vencidas,Cuotas_por_vencer,Y_continua,Y_categorica
100184414_202455,100184414_202455_61120,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO FUNDECRED,3807915,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100085726_202445,100085726_202445_59421,ESTUDIA YA-ROMBO 2.0,2024-10-15,12,BOGOTA,1843310,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100147362_202445,100147362_202445_61371,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,CONVENIO SENA NACIONAL,3180360,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100197627_202541,100197627_202541_61395,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO SENA NACIONAL,2265930,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100112977_202408,100112977_202408_60291,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,BOGOTA,2286659,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100164832_202417,100164832_202417_61028,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,CONVENIO SENA NACIONAL,2045576,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100196161_202408,100196161_202408_61235,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,BOGOTA,4021095,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100195678_202435,100195678_202435_59722,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,CONVENIO INNOVACIÓN EDUCATIVA ONLINE SAS,1640436,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100117943_202417,100117943_202417_60301,ESTUDIA YA-ROMBO 2.0,2024-10-15,12,BOGOTA,2245047,6,Cap. Fijo-Int. vencido,4,0,0.67,Alto
100115315_202408,100115315_202408_61242,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,BOGOTA,2057994,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100168841_202417,100168841_202417_61778,ESTUDIA YA-ROMBO 2.0,2024-11-15,11,BOGOTA,2301273,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100050478_202445,100050478_202445_60167,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,BOGOTA,1843310,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100078361_202434,100078361_202434_59232,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,BOGOTA,2324920,12,Cap. Fijo-Int. vencido,2,1,0.18,Bajo
100196611_202445,100196611_202445_60542,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,BOGOTA,3367759,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100112029_202417,100112029_202417_60134,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,CONVENIO SENA NACIONAL,2266121,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100198006_202408,100198006_202408_61474,ESTUDIA YA-ROMBO 2.0,2024-11-15,11,BOGOTA,4679273,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100125754_202417,100125754_202417_59375,ESTUDIA YA-ROMBO 2.0,2024-10-05,13,BOGOTA,2306050,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100192374_202435,100192374_202435_59820,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,CONVENIO SENA BOGOTA,1639063,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100195140_202455,100195140_202455_59277,ESTUDIA YA-ROMBO 2.0,2024-10-15,12,CONVENIO INNOVACIÓN EDUCATIVA ONLINE SAS,3619142,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100131368_202417,100131368_202417_61167,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,BOGOTA,2399422,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100155992_202417,100155992_202417_60873,ESTUDIA YA-ROMBO 2.0,2024-11-15,11,BOGOTA,2556970,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100137502_202417,100137502_202417_59908,ESTUDIA YA-ROMBO 2.0,2024-10-05,13,BOGOTA,2399422,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100195563_202417,100195563_202417_59868,ESTUDIA YA-ROMBO 2.0,2024-10-15,12,CONVENIO SENA NACIONAL,1866430,4,Cap. Fijo-Int. vencido,4,0,1.0,Alto
100195649_202417,100195649_202417_59625,ESTUDIA YA-ROMBO 2.0,2024-10-05,13,BOGOTA,1867900,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100171928_202417,100171928_202417_59948,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,BOGOTA,2306050,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100193865_202417,100193865_202417_58780,ESTUDIA YA-ROMBO 2.0,2024-09-20,13,CONVENIO SENA BOGOTA,1624771,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100154338_202417,100154338_202417_59193,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,CONVENIO CIADET,2016863,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100121588_202417,100121588_202417_60160,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,BOGOTA,2666025,12,Cap. Fijo-Int. vencido,0,1,0.0,Bajo
100165389_202445,100165389_202445_60558,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,BOGOTA,3981510,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100197923_202455,100197923_202455_61822,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO CIADET,3619142,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100165320_202417,100165320_202417_59188,ESTUDIA YA-ROMBO 2.0,2024-10-05,13,BOGOTA,1850830,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100183226_202417,100183226_202417_59951,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,BOGOTA,2075445,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100198686_202511,100198686_202511_62126,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,BOGOTA,2081210,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100173621_202417,100173621_202417_60349,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO SENA BOGOTA,1864473,4,Cap. Fijo-Int. vencido,2,0,0.5,Alto
100198442_202417,100198442_202417_61974,ESTUDIA YA-ROMBO 2.0,2024-11-15,11,BOGOTA,1782115,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100186269_202417,100186269_202417_61365,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,BOGOTA,2190747,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100177884_202434,100177884_202434_58963,ESTUDIA YA-ROMBO 2.0,2024-09-20,13,CONVENIO INNOVACIÓN EDUCATIVA ONLINE SAS,1640436,6,Cap. Fijo-Int. vencido,3,0,0.5,Alto
100148020_202417,100148020_202417_61527,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,BOGOTA,2301273,12,Cap. Fijo-Int. vencido,1,1,0.09,Bajo
100193647_202417,100193647_202417_59006,ESTUDIA YA-ROMBO 2.0,2024-10-15,12,BOGOTA,1850892,6,Cap. Fijo-Int. vencido,6,0,1.0,Alto
100125156_202417,100125156_202417_62106,ESTUDIA YA-ROMBO 2.0,2024-11-15,11,CONVENIO SENA NACIONAL,2266121,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100139923_202417,100139923_202417_61046,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,BOGOTA,2086931,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100187633_202417,100187633_202417_60871,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,CONVENIO SENA BOGOTA,1837856,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100198275_202417,100198275_202417_61926,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,CONVENIO E-NEXED,2103117,4,Cap. Fijo-Int. vencido,1,0,0.25,Medio
100187562_202455,100187562_202455_60220,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,BOGOTA,4010130,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100172699_202417,100172699_202417_61025,ESTUDIA YA-ROMBO 2.0,2024-11-15,11,CONVENIO SENA BOGOTA,1844840,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100195617_202417,100195617_202417_59531,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,BOGOTA,1867900,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100178934_202445,100178934_202445_61635,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO SENA BOGOTA,3180360,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100151020_202417,100151020_202417_60494,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO SENA NACIONAL,2045576,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100165146_202417,100165146_202417_60801,ESTUDIA YA-ROMBO 2.0,2024-11-15,11,BOGOTA,2556970,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100195096_202455,100195096_202455_62160,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,CONVENIO FUNDACIÓN YANAPAX,3619142,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100195970_202445,100195970_202445_61694,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO CIADET,3776677,12,Cap. Fijo-Int. vencido,4,1,0.36,Alto
100111849_202420,100111849_202420_58905,ESTUDIA YA-ROMBO 2.0,2024-09-20,13,BOGOTA,3645990,6,Cap. Fijo-Int. vencido,3,0,0.5,Alto
100166890_202417,100166890_202417_59946,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,BOGOTA,2301273,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100164716_202445,100164716_202445_59459,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,CONVENIO SENA BOGOTA,3539120,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100099358_202504,100099358_202504_62353,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,BOGOTA,1562425,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100157003_202417,100157003_202417_60554,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO SENA BOGOTA,2045576,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100171141_202445,100171141_202445_62153,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,CONVENIO INESUR,3108067,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100197364_202455,100197364_202455_62136,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,CONVENIO EDUCITY - DAVID MANUEL POSADA ORTIZ,3598333,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100173677_202455,100173677_202455_59869,ESTUDIA YA-ROMBO 2.0,2024-10-20,12,CONVENIO PROMOEDUCA SAS,3174686,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100101332_202417,100101332_202417_61644,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO SENA NACIONAL,2413957,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
900012417_202455,900012417_202455_62109,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,CONVENIO ALMA MATTER,2669000,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100197639_202455,100197639_202455_61773,ESTUDIA YA-ROMBO 2.0,2024-11-05,12,CONVENIO PROFIN,3598333,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100197580_202435,100197580_202435_61462,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,BOGOTA,1849311,6,Cap. Fijo-Int. vencido,6,0,1.0,Alto
100199129_202510,100199129_202510_62264,ESTUDIA YA-ROMBO 2.0,2024-11-15,11,CONVENIO SENA BOGOTA,3111102,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100203527_202531,100203527_202531_64865,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,1738806,6,Anualidad Vencida,0,0,0.0,Bajo
100141968_202510,100141968_202510_65454,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,5923055,12,Anualidad Vencida,0,4,0.0,Bajo
100034175_202551,100034175_202551_62952,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,BOGOTA,3598333,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100070985_202531,100070985_202531_63475,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,1715091,6,Anualidad Vencida,0,0,0.0,Bajo
100170477_202531,100170477_202531_63138,LINEA CRÉDITO CUOTA FIJO,2024-12-15,10,CONVENIO EDUCITY - DAVID MANUEL POSADA ORTIZ,2257899,6,Anualidad Vencida,0,0,0.0,Bajo
100182121_202510,100182121_202510_63127,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA BOGOTA,2223612,6,Anualidad Vencida,0,0,0.0,Bajo
100187724_202531,100187724_202531_64818,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,CONVENIO FUNDECRED,2095227,6,Anualidad Vencida,0,0,0.0,Bajo
100199929_202531,100199929_202531_63058,ESTUDIA YA-ROMBO 2.0,2024-12-03,11,BOGOTA,1859776,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100202528_202531,100202528_202531_64162,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,1644102,4,Anualidad Vencida,0,0,0.0,Bajo
100164112_202531,100164112_202531_64226,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA BOGOTA,2338492,6,Anualidad Vencida,0,0,0.0,Bajo
100124444_202531,100124444_202531_64971,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,CONVENIO SENA NACIONAL,2287294,6,Anualidad Vencida,0,0,0.0,Bajo
100117638_202531,100117638_202531_64856,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA BOGOTA,2184325,6,Anualidad Vencida,0,0,0.0,Bajo
100202963_202531,100202963_202531_64340,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,1333233,4,Anualidad Vencida,0,0,0.0,Bajo
100144875_202531,100144875_202531_65282,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,1664300,6,Anualidad Vencida,0,0,0.0,Bajo
100200790_202551,100200790_202551_62955,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,CONVENIO ALMA MATTER,3598333,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100099308_202510,100099308_202510_64236,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,4275308,6,Anualidad Vencida,0,0,0.0,Bajo
100189654_202541,100189654_202541_65030,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,BOGOTA,2127783,6,Anualidad Vencida,0,0,0.0,Bajo
100173535_202531,100173535_202531_62806,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,BOGOTA,1522350,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100037681_202551,100037681_202551_62939,ESTUDIA YA-ROMBO 2.0,2024-12-15,10,BOGOTA,3118990,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100203501_202511,100203501_202511_64747,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA NACIONAL,1809451,6,Anualidad Vencida,0,0,0.0,Bajo
100124843_202531,100124843_202531_63947,LINEA CRÉDITO CUOTA FIJO,2024-12-15,10,BOGOTA,1720167,6,Anualidad Vencida,0,0,0.0,Bajo
100191517_202541,100191517_202541_63758,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO CORPORACION DE ESTUDIOS SUPERIORES DE SALUD LAS AMERICAS - CESA,3569045,6,Anualidad Vencida,0,0,0.0,Bajo
100203865_202510,100203865_202510_65050,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,2640434,6,Anualidad Vencida,0,0,0.0,Bajo
100199320_202510,100199320_202510_62837,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,BOGOTA,2285010,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100203607_202541,100203607_202541_64863,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,2290178,6,Anualidad Vencida,0,0,0.0,Bajo
100203361_202531,100203361_202531_65544,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,CONVENIO SENA NACIONAL,1744505,6,Anualidad Vencida,0,0,0.0,Bajo
100196235_202435,100196235_202435_62919,ESTUDIA YA-ROMBO 2.0,2024-12-20,10,CONVENIO EDUCATECH SAS,1470436,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100180546_202531,100180546_202531_63812,LINEA CRÉDITO CUOTA FIJO,2024-12-15,10,CONVENIO CORPORACION DE ESTUDIOS SUPERIORES DE SALUD LAS AMERICAS - CESA,2189021,6,Anualidad Vencida,0,0,0.0,Bajo
100131289_202510,100131289_202510_64875,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,3563285,12,Anualidad Vencida,0,4,0.0,Bajo
100203106_202531,100203106_202531_64593,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,1720119,6,Anualidad Vencida,0,0,0.0,Bajo
100188048_202417,100188048_202417_61168,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,BOGOTA,2190747,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100169304_202531,100169304_202531_64089,LINEA CRÉDITO CUOTA FIJO,2024-12-15,10,BOGOTA,1609398,6,Anualidad Vencida,0,0,0.0,Bajo
100203270_202541,100203270_202541_64539,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,BOGOTA,3323788,6,Anualidad Vencida,0,0,0.0,Bajo
100150857_202510,100150857_202510_65598,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,3206956,4,Anualidad Vencida,0,0,0.0,Bajo
100181845_202531,100181845_202531_65614,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,CONVENIO SENA NACIONAL,1744485,6,Anualidad Vencida,0,0,0.0,Bajo
100201073_202531,100201073_202531_62941,ESTUDIA YA-ROMBO 2.0,2024-12-20,10,CONVENIO SENA NACIONAL,1836000,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100202844_202510,100202844_202510_64936,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,BOGOTA,2642828,6,Anualidad Vencida,0,0,0.0,Bajo
100198845_202455,100198845_202455_62222,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,CONVENIO EDUCITY - DAVID MANUEL POSADA ORTIZ,3598333,12,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100199796_202551,100199796_202551_62544,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,BOGOTA,3598333,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100183884_202531,100183884_202531_65423,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,2110169,6,Anualidad Vencida,0,0,0.0,Bajo
100201339_202551,100201339_202551_63929,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,CONVENIO FUNDECRED,3598333,6,Anualidad Vencida,0,0,0.0,Bajo
100204241_202531,100204241_202531_65669,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,1720119,6,Anualidad Vencida,0,0,0.0,Bajo
100173675_202531,100173675_202531_64424,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,2695010,6,Anualidad Vencida,0,0,0.0,Bajo
100190938_202511,100190938_202511_64315,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,CONVENIO SENA NACIONAL,1712709,4,Anualidad Vencida,0,0,0.0,Bajo
100202867_202551,100202867_202551_64587,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,CONVENIO CORPORACIÓN SOCIAL CONSTRUYENDO CAMINOS,3853333,4,Anualidad Vencida,0,0,0.0,Bajo
100183990_202510,100183990_202510_63965,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,2428362,6,Anualidad Vencida,0,0,0.0,Bajo
100187386_202541,100187386_202541_65121,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,3623346,12,Anualidad Vencida,0,0,0.0,Bajo
100198332_202455,100198332_202455_62576,ESTUDIA YA-ROMBO 2.0,2024-12-15,10,CONVENIO EDUCITY - DAVID MANUEL POSADA ORTIZ,3598333,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100202542_202511,100202542_202511_64434,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA NACIONAL,1825020,6,Anualidad Vencida,0,0,0.0,Bajo
100191225_202511,100191225_202511_63832,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,2033317,4,Anualidad Vencida,0,0,0.0,Bajo
100181306_202417,100181306_202417_62506,ESTUDIA YA-ROMBO 2.0,2024-12-15,10,CONVENIO CIADET,2044590,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100201253_202511,100201253_202511_63030,LINEA CRÉDITO CUOTA FIJO,2024-12-05,11,BOGOTA,1722619,6,Anualidad Vencida,0,0,0.0,Bajo
100199758_202511,100199758_202511_62470,ESTUDIA YA-ROMBO 2.0,2024-12-15,10,BOGOTA,1962376,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100164610_202531,100164610_202531_63560,LINEA CRÉDITO CUOTA FIJO,2024-12-15,10,CONVENIO EDUCOPAIS - DIOSA CANDELARIA AMELL,1989749,6,Anualidad Vencida,0,0,0.0,Bajo
100067120_202510,100067120_202510_65891,LINEA CRÉDITO CUOTA FIJO,2025-02-05,9,BOGOTA,3773362,12,Anualidad Vencida,1,4,0.12,Bajo
100198896_202531,100198896_202531_62420,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,CONVENIO SENA NACIONAL,1686762,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100201769_202551,100201769_202551_63499,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,3598333,4,Anualidad Vencida,0,0,0.0,Bajo
100203772_202531,100203772_202531_65580,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,CONVENIO SENA NACIONAL,2163372,6,Anualidad Vencida,0,0,0.0,Bajo
100115705_202504,100115705_202504_64713,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,CEI CALI,2289849,4,Anualidad Vencida,0,0,0.0,Bajo
100121227_202504,100121227_202504_65747,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,BOGOTA,2410367,12,Anualidad Vencida,0,0,0.0,Bajo
100203455_202510,100203455_202510_64750,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,2640434,6,Anualidad Vencida,0,0,0.0,Bajo
100202004_202511,100202004_202511_63955,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,CONVENIO FUNDECRED,1722619,6,Anualidad Vencida,0,0,0.0,Bajo
100185652_202511,100185652_202511_63662,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,1854310,6,Anualidad Vencida,0,0,0.0,Bajo
100202097_202511,100202097_202511_63842,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA NACIONAL,1723953,4,Anualidad Vencida,0,0,0.0,Bajo
100183484_202531,100183484_202531_63997,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,1621423,6,Anualidad Vencida,0,0,0.0,Bajo
100202730_202511,100202730_202511_64154,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,1722619,4,Anualidad Vencida,0,0,0.0,Bajo
100166942_202510,100166942_202510_64065,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,3046608,6,Anualidad Vencida,0,0,0.0,Bajo
100184597_202541,100184597_202541_64171,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,4078908,12,Anualidad Vencida,2,3,0.22,Medio
100199485_202511,100199485_202511_62393,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,BOGOTA,2081210,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100177425_202531,100177425_202531_63664,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,CONVENIO SENA NACIONAL,2122497,4,Anualidad Vencida,0,0,0.0,Bajo
100181631_202531,100181631_202531_64275,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,BOGOTA,2594710,6,Anualidad Vencida,0,0,0.0,Bajo
100170822_202531,100170822_202531_63407,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,BOGOTA,1888912,6,Anualidad Vencida,3,0,0.5,Alto
100143546_202510,100143546_202510_63140,LINEA CRÉDITO CUOTA FIJO,2024-12-05,11,CONVENIO SENA BOGOTA,2371853,12,Anualidad Vencida,0,0,0.0,Bajo
100170793_202531,100170793_202531_65286,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,2236010,6,Anualidad Vencida,0,0,0.0,Bajo
100106759_202551,100106759_202551_62357,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,BOGOTA,3341775,4,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100147500_202511,100147500_202511_65120,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,BOGOTA,2492064,4,Anualidad Vencida,0,0,0.0,Bajo
100155384_202531,100155384_202531_65284,LINEA CRÉDITO CUOTA FIJO,2025-01-05,10,CONVENIO NATALIA BARRIENTOS ARROYO,2124209,6,Anualidad Vencida,0,0,0.0,Bajo
100198724_202531,100198724_202531_62250,ESTUDIA YA-ROMBO 2.0,2024-11-20,11,BOGOTA,1911735,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100169505_202531,100169505_202531_64953,LINEA CRÉDITO CUOTA FIJO,2025-01-20,9,CONVENIO SENA NACIONAL,1761608,4,Anualidad Vencida,0,0,0.0,Bajo
100183840_202510,100183840_202510_64377,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA BOGOTA,2179454,6,Anualidad Vencida,0,0,0.0,Bajo
100184707_202531,100184707_202531_63035,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA NACIONAL,1689131,6,Anualidad Vencida,0,0,0.0,Bajo
100163113_202510,100163113_202510_63834,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA NACIONAL,850000,6,Anualidad Vencida,0,0,0.0,Bajo
100180303_202510,100180303_202510_64347,LINEA CRÉDITO CUOTA FIJO,2025-01-15,9,BOGOTA,2216205,6,Anualidad Vencida,5,0,0.83,Alto
100107796_202531,100107796_202531_64852,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,BOGOTA,2689825,6,Anualidad Vencida,0,0,0.0,Bajo
100198660_202551,100198660_202551_62707,ESTUDIA YA-ROMBO 2.0,2024-12-05,11,CONVENIO FUNDACIÓN EDUCATIVA FENIX,3598333,6,Cap. Fijo-Int. vencido,0,0,0.0,Bajo
100202266_202551,100202266_202551_64799,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO ESTRATEGIA CREASUEÑOS SAS,3598333,4,Anualidad Vencida,0,0,0.0,Bajo
100160134_202531,100160134_202531_63295,LINEA CRÉDITO CUOTA FIJO,2024-12-20,10,CONVENIO SENA NACIONAL,1852534,4,Anualidad Vencida,0,0,0.0,Bajo
100154025_202510,100154025_202510_69850,LINEA CRÉDITO CUOTA FIJO,2025-02-20,8,BOGOTA,5923096,6,Anualidad Vencida,1,0,0.17,Bajo
